core_family,baseline_hits,baseline_rate,trait,value,trait_hits,trait_total,lift,baseline_rate_per_100k
167,115,0.0014380572471832836,seed_even_count,4,14,4945,1.9687273046995208,143.80572471832835
167,115,0.0014380572471832836,seed_high_count,4,10,4918,1.4139540640415862,143.80572471832835
167,115,0.0014380572471832836,overlap_unique,0,34,19289,1.2257249570041047,143.80572471832835
167,115,0.0014380572471832836,seed_high_count,1,34,19875,1.189585343177468,143.80572471832835
167,115,0.0014380572471832836,grid_last5_core_digits,3,90,53194,1.1765318416101196,143.80572471832835
167,115,0.0014380572471832836,seed_first_in_core,yes,40,24070,1.1556005129965137,143.80572471832835
167,115,0.0014380572471832836,seed_even_count,1,33,19997,1.1475534373634304,143.80572471832835
167,115,0.0014380572471832836,seed_spread,<=2,7,4317,1.1275604032591071,143.80572471832835
168,117,0.001463066938438645,seed_sum_range4_best,9-12,23,9962,1.5780367104398425,146.3066938438645
168,117,0.001463066938438645,seed_high_count,1,40,19875,1.3755888835134118,146.3066938438645
168,117,0.001463066938438645,seed_high_count,3,37,19954,1.2673820727844984,146.3066938438645
168,117,0.001463066938438645,seed_even_count,4,9,4945,1.2439760441782686,146.3066938438645
168,117,0.001463066938438645,overlap_unique,3,3,1679,1.2212550205403094,146.3066938438645
168,117,0.001463066938438645,seed_structure,AAAB,5,2934,1.164784809979084,146.3066938438645
168,117,0.001463066938438645,seed_sum_mod3,2,44,26879,1.1188590336624118,146.3066938438645
168,117,0.001463066938438645,seed_structure,AABC,55,34212,1.0988034887543832,146.3066938438645
168,117,0.001463066938438645,grid_last5_core_digits,3,83,53311,1.0641358312383054,146.3066938438645
168,117,0.001463066938438645,seed_last_in_core,yes,37,23957,1.055613886561,146.3066938438645
169,136,0.0017006590053645788,seed_sum_range4_best,29-32,6,2331,1.5135324400030281,170.0659005364579
169,136,0.0017006590053645788,seed_even_count,4,12,4945,1.4269136977338963,170.0659005364579
169,136,0.0017006590053645788,seed_high_count,4,10,4918,1.1956229217998706,170.0659005364579
169,136,0.0017006590053645788,seed_high_count,1,39,19875,1.1538257491675916,170.0659005364579
169,136,0.0017006590053645788,seed_even_count,1,39,19997,1.1467863561887224,170.0659005364579
169,136,0.0017006590053645788,seed_sum_mod3,1,50,26722,1.100230807838441,170.0659005364579
169,136,0.0017006590053645788,seed_spread,3-5,51,27370,1.0956658750456705,170.0659005364579
169,136,0.0017006590053645788,seed_contains_core_pair,no,111,59893,1.0897570029297345,170.0659005364579
169,136,0.0017006590053645788,seed_sum_mod2,odd,73,40018,1.0726307352867681,170.0659005364579
169,136,0.0017006590053645788,grid_last5_core_digits,3,95,53270,1.0486333495290363,170.0659005364579
179,120,0.0015005814753216871,seed_structure,AABB,5,2148,1.55122982619491,150.0581475321687
179,120,0.0015005814753216871,seed_sum_range4_best,4-7,5,2376,1.4023744388327721,150.0581475321687
179,120,0.0015005814753216871,seed_even_count,2,58,30072,1.2853047131329254,150.0581475321687
179,120,0.0015005814753216871,seed_high_count,3,37,19954,1.235697520964886,150.0581475321687
179,120,0.0015005814753216871,seed_sum_mod3,2,47,26879,1.1652662549450004,150.0581475321687
179,120,0.0015005814753216871,seed_sum_mod2,even,68,39951,1.134283664155257,150.0581475321687
179,120,0.0015005814753216871,seed_high_count,2,51,30237,1.12401445249198,150.0581475321687
179,120,0.0015005814753216871,seed_structure,ABCD,66,40580,1.0838578117299162,150.0581475321687
179,120,0.0015005814753216871,seed_spread,3-5,44,27370,1.0713177444891,150.0581475321687
179,120,0.0015005814753216871,grid_last5_core_digits,>=2,120,77125,1.0368752025931929,150.0581475321687
236,114,0.0014255524015556029,seed_sum_range4_best,9-12,22,9962,1.5491481665416302,142.55524015556028
236,114,0.0014255524015556029,seed_structure,AAAB,6,2934,1.4345244501847667,142.55524015556028
236,114,0.0014255524015556029,seed_sum_mod3,0,50,26368,1.3301775943195366,142.55524015556028
236,114,0.0014255524015556029,seed_structure,ABCD,73,40580,1.2619078190794877,142.55524015556028
236,114,0.0014255524015556029,seed_high_count,1,34,19875,1.2000203023281475,142.55524015556028
