core_family,baseline_hits,baseline_rate,trait,value,trait_hits,trait_total,trait_rate,lift,lift_diff,baseline_rate_per_100k
47,292,0.008308200079667672,seed_unique_count,3,123,15120,0.008134920634920636,0.9791435638182214,-0.00017327944474703622,830.8200079667672
47,292,0.008308200079667672,seed_lead_band,4-6,86,10552,0.008150113722517059,0.9809722496287142,-0.0001580863571506129,830.8200079667672
47,292,0.008308200079667672,seed_sum_lastdigit,5,28,3422,0.008182349503214495,0.9848522453423857,-0.00012585057645317713,830.8200079667672
47,292,0.008308200079667672,seed_vtrac_unique,3,167,20147,0.00828907529657021,0.9976980834700568,-1.9124783097462447e-05,830.8200079667672
48,291,0.008279747339668811,seed_repeat_digit,8,9,1775,0.0050704225352112674,0.6123885581530418,-0.0032093248044575435,827.9747339668811
48,291,0.008279747339668811,seed_sum_lastdigit,5,19,3422,0.005552308591466978,0.6705891331810941,-0.0027274387482018325,827.9747339668811
48,291,0.008279747339668811,seed_repeat_digit,5,10,1767,0.005659309564233163,0.6835123503248753,-0.0026204377754356478,827.9747339668811
48,291,0.008279747339668811,seed_repeat_digit,2,11,1756,0.006264236902050114,0.7565734369740662,-0.0020155104376186972,827.9747339668811
48,291,0.008279747339668811,seed_prime_count,0,29,4610,0.006290672451193058,0.7597662335726159,-0.0019890748884757526,827.9747339668811
48,291,0.008279747339668811,seed_sum_lastdigit,6,22,3489,0.006305531670965893,0.7615608800954201,-0.001974215668702918,827.9747339668811
48,291,0.008279747339668811,seed_high_count,4,14,2153,0.006502554575011612,0.7853566429325021,-0.001777192764657199,827.9747339668811
48,291,0.008279747339668811,seed_repeat_digit,4,12,1749,0.00686106346483705,0.8286561392960925,-0.0014186838748317613,827.9747339668811
48,291,0.008279747339668811,seed_sum_mod3,0,79,11432,0.006910426871938418,0.8346180853647684,-0.0013693204677303929,827.9747339668811
48,291,0.008279747339668811,seed_sum_lastdigit,9,25,3480,0.007183908045977011,0.8676482205632577,-0.0010958392936917995,827.9747339668811
48,291,0.008279747339668811,seed_trail_band,4-6,76,10571,0.007189480654621133,0.8683212614684341,-0.0010902666850476778,827.9747339668811
48,291,0.008279747339668811,seed_sum_band,27-36,18,2480,0.007258064516129033,0.8766045892916527,-0.0010216828235397784,827.9747339668811
48,291,0.008279747339668811,seed_sum_band,0-9,18,2452,0.00734094616639478,0.8866147558904155,-0.0009388011732740309,827.9747339668811
48,291,0.008279747339668811,seed_even_count,3,65,8774,0.007408251652609984,0.8947436858509638,-0.0008714956870588273,827.9747339668811
48,291,0.008279747339668811,seed_spread_band,7-9,113,15212,0.007428346042597949,0.8971706186018814,-0.0008514012970708617,827.9747339668811
48,291,0.008279747339668811,seed_prime_count,2,91,12114,0.007511969621925046,0.9072703928940812,-0.0007677777177437653,827.9747339668811
48,291,0.008279747339668811,seed_repeat_digit,0,13,1727,0.007527504342790967,0.909146624164025,-0.0007522429968778443,827.9747339668811
48,291,0.008279747339668811,seed_sum_mod3,1,89,11808,0.0075372628726287265,0.9103252265340522,-0.0007424844670400844,827.9747339668811
48,291,0.008279747339668811,seed_structure,AABC,114,15120,0.00753968253968254,0.9106174657721049,-0.0007400647999862712,827.9747339668811
48,291,0.008279747339668811,seed_unique_count,3,114,15120,0.00753968253968254,0.9106174657721049,-0.0007400647999862712,827.9747339668811
48,291,0.008279747339668811,seed_high_count,3,67,8727,0.007677323249684886,0.9272412471939003,-0.0006024240899839247,827.9747339668811
48,291,0.008279747339668811,seed_lead_band,4-6,82,10552,0.0077710386656558,0.9385598795296862,-0.0005087086740130113,827.9747339668811
48,291,0.008279747339668811,seed_vtrac_unique,2,62,7942,0.007806597834298665,0.9428545961658449,-0.00047314950537014587,827.9747339668811
48,291,0.008279747339668811,seed_structure,AAAB,10,1266,0.007898894154818325,0.9540018349321128,-0.00038085318485048605,827.9747339668811
48,291,0.008279747339668811,seed_trail_band,7-9,84,10620,0.007909604519774011,0.9552953967421902,-0.0003701428198948,827.9747339668811
48,291,0.008279747339668811,seed_sum_mod2,1,139,17510,0.007938320959451742,0.9587636716181819,-0.0003414263802170685,827.9747339668811
48,291,0.008279747339668811,seed_high_count,1,70,8787,0.007966313872766587,0.9621445614166819,-0.0003134334669022236,827.9747339668811
48,291,0.008279747339668811,seed_sum_lastdigit,2,28,3501,0.007997714938588975,0.9659370763974161,-0.0002820324010798358,827.9747339668811
48,291,0.008279747339668811,seed_prime_count,3,43,5340,0.00805243445692884,0.9725459155437146,-0.00022731288273997174,827.9747339668811
48,291,0.008279747339668811,seed_spread_band,0-3,37,4586,0.008068033144352376,0.9744298724790673,-0.0002117141953164349,827.9747339668811
48,291,0.008279747339668811,seed_mirror_pairs_any,no,152,18783,0.008092424000425917,0.9773757179346022,-0.00018732333924289385,827.9747339668811
48,291,0.008279747339668811,seed_even_count,4,18,2213,0.008133755083596927,0.9823675469694075,-0.00014599225607188349,827.9747339668811
48,291,0.008279747339668811,seed_consecutive_pairs,0,98,11865,0.008259587020648967,0.9975651045626411,-2.0160319019843498e-05,827.9747339668811
49,310,0.008820349399647187,seed_unique_count,2,10,2212,0.0045207956600361665,0.5125415621536487,-0.00429955373961102,882.0349399647187
49,310,0.008820349399647187,seed_structure,AAAB,6,1266,0.004739336492890996,0.5373184528359578,-0.004081012906756191,882.0349399647187
49,310,0.008820349399647187,seed_repeat_digit,7,9,1680,0.005357142857142857,0.6073617511520737,-0.0034632065425043296,882.0349399647187
49,310,0.008820349399647187,seed_repeat_digit,1,10,1810,0.0055248618784530384,0.6263767599358402,-0.0032954875211941483,882.0349399647187
49,310,0.008820349399647187,seed_high_count,4,12,2153,0.00557361820715281,0.631904469382557,-0.0032467311924943764,882.0349399647187
49,310,0.008820349399647187,seed_sum_band,27-36,15,2480,0.006048387096774193,0.6857310093652444,-0.0027719623028729934,882.0349399647187
49,310,0.008820349399647187,seed_sum_lastdigit,3,22,3483,0.006316393913293138,0.7161160660535504,-0.0025039554863540486,882.0349399647187
49,310,0.008820349399647187,seed_repeat_digit,3,11,1714,0.006417736289381563,0.727605676214853,-0.0024026131102656235,882.0349399647187
49,310,0.008820349399647187,seed_sum_lastdigit,8,23,3478,0.006612995974698103,0.7497430855701274,-0.002207353424949084,882.0349399647187
49,310,0.008820349399647187,seed_even_count,0,15,2150,0.0069767441860465115,0.7909827456864216,-0.0018436052136006752,882.0349399647187
49,310,0.008820349399647187,seed_repeat_digit,8,13,1775,0.007323943661971831,0.8303462062698772,-0.0014964057376753558,882.0349399647187
49,310,0.008820349399647187,seed_lead_band,4-6,79,10552,0.007486732373009856,0.8488022451025947,-0.0013336170266373308,882.0349399647187
49,310,0.008820349399647187,seed_trail_band,7-9,82,10620,0.007721280602636535,0.8753939614847214,-0.0010990687970106518,882.0349399647187
49,310,0.008820349399647187,seed_high_count,3,68,8727,0.007791910163859287,0.8834015310290274,-0.0010284392357878995,882.0349399647187
49,310,0.008820349399647187,seed_sum_lastdigit,0,28,3589,0.00780161604903873,0.8845019279339199,-0.0010187333506084572,882.0349399647187
49,310,0.008820349399647187,seed_high_count,0,17,2149,0.007910656119125175,0.8968642579444303,-0.0009096932805220115,882.0349399647187
49,310,0.008820349399647187,seed_vtrac_unique,2,63,7942,0.007932510702593805,0.8993420037205221,-0.0008878386970533822,882.0349399647187
49,310,0.008820349399647187,seed_repeat_digit,4,14,1749,0.008004574042309892,0.907512126745237,-0.0008157753573372947,882.0349399647187
49,310,0.008820349399647187,seed_prime_count,0,38,4610,0.00824295010845987,0.9345378210062276,-0.0005773992911873166,882.0349399647187
49,310,0.008820349399647187,seed_repeat_digit,9,14,1682,0.008323424494649227,0.9436615396417475,-0.0004969249049979595,882.0349399647187
49,310,0.008820349399647187,seed_prime_count,2,101,12114,0.008337460789169556,0.9452528932133973,-0.000482888610477631,882.0349399647187
49,310,0.008820349399647187,seed_even_count,1,73,8736,0.008356227106227106,0.9473805092756704,-0.00046412229342008074,882.0349399647187
49,310,0.008820349399647187,seed_consecutive_pairs,1,138,16392,0.00841874084919473,0.954467954470316,-0.0004016085504524574,882.0349399647187
49,310,0.008820349399647187,seed_sum_lastdigit,5,29,3422,0.00847457627118644,0.9607982504100601,-0.0003457731284607461,882.0349399647187
49,310,0.008820349399647187,seed_repeat_digit,5,15,1767,0.008488964346349746,0.9624294868284133,-0.0003313850532974411,882.0349399647187
49,310,0.008820349399647187,seed_sum_mod3,1,101,11808,0.008553523035230352,0.9697487761167933,-0.00026682636441683477,882.0349399647187
49,310,0.008820349399647187,seed_sum_mod3,2,102,11906,0.00856710902066185,0.9712890762586496,-0.00025324037898533623,882.0349399647187
49,310,0.008820349399647187,seed_structure,AABC,130,15120,0.008597883597883597,0.9747781191329578,-0.00022246580176358936,882.0349399647187
49,310,0.008820349399647187,seed_unique_count,3,130,15120,0.008597883597883597,0.9747781191329578,-0.00022246580176358936,882.0349399647187
49,310,0.008820349399647187,seed_spread_band,4-6,132,15348,0.008600469116497263,0.9750712502206863,-0.00021988028314992407,882.0349399647187
49,310,0.008820349399647187,seed_mirror_pairs_any,no,163,18783,0.00867805994782516,0.9838680481492357,-0.00014228945182202628,882.0349399647187
49,310,0.008820349399647187,seed_spread_band,0-3,40,4586,0.00872219799389446,0.9888721635271441,-9.8151405752726e-05,882.0349399647187
49,310,0.008820349399647187,seed_vtrac_unique,3,176,20147,0.008735791929319501,0.990413364993107,-8.455747032768551e-05,882.0349399647187
49,310,0.008820349399647187,seed_repeat_digit,6,15,1714,0.008751458576429404,0.9921895584747994,-6.889082321778241e-05,882.0349399647187
49,310,0.008820349399647187,seed_sum_mod2,0,155,17636,0.008788841007031072,0.9964277613971421,-3.15083926161145e-05,882.0349399647187
49,310,0.008820349399647187,seed_prime_count,3,47,5340,0.008801498127340823,0.997862752204905,-1.8851272306363506e-05,882.0349399647187
56,294,0.008365105559665395,seed_repeat_digit,8,11,1775,0.006197183098591549,0.7408374053846891,-0.002167922461073846,836.5105559665395
56,294,0.008365105559665395,seed_sum_lastdigit,1,24,3502,0.006853226727584237,0.8192636277812096,-0.0015118788320811578,836.5105559665395
56,294,0.008365105559665395,seed_repeat_digit,4,12,1749,0.00686106346483705,0.8202004644053162,-0.0015040420948283454,836.5105559665395
56,294,0.008365105559665395,seed_repeat_digit,9,12,1682,0.007134363852556481,0.8528719454488098,-0.0012307417071089144,836.5105559665395
56,294,0.008365105559665395,seed_repeat_digit,7,12,1680,0.007142857142857143,0.8538872691933916,-0.0012222484168082524,836.5105559665395
56,294,0.008365105559665395,seed_sum_lastdigit,9,25,3480,0.007183908045977011,0.8587946672922043,-0.0011811975136883836,836.5105559665395
56,294,0.008365105559665395,seed_sum_lastdigit,4,26,3579,0.0072645990500139705,0.8684408102441872,-0.0011005065096514246,836.5105559665395
56,294,0.008365105559665395,seed_sum_mod3,1,86,11808,0.0072831978319783195,0.8706641870840478,-0.0010819077276870755,836.5105559665395
56,294,0.008365105559665395,seed_lead_band,4-6,77,10552,0.007297194844579227,0.8723374490053794,-0.0010679107150861683,836.5105559665395
56,294,0.008365105559665395,seed_repeat_digit,2,13,1756,0.007403189066059226,0.8850084452915564,-0.0009619164936061691,836.5105559665395
56,294,0.008365105559665395,seed_even_count,1,66,8736,0.007554945054945055,0.9031499962622412,-0.00081016050472034,836.5105559665395
56,294,0.008365105559665395,seed_spread_band,4-6,116,15348,0.007557988011467292,0.9035137641191479,-0.0008071175481981028,836.5105559665395
56,294,0.008365105559665395,seed_prime_count,3,41,5340,0.007677902621722846,0.9178488623913986,-0.0006872029379425488,836.5105559665395
56,294,0.008365105559665395,seed_prime_count,1,94,12149,0.007737262326117376,0.9249449718153786,-0.0006278432335480189,836.5105559665395
56,294,0.008365105559665395,seed_sum_lastdigit,3,27,3483,0.007751937984496124,0.9266993619153088,-0.0006131675751692711,836.5105559665395
56,294,0.008365105559665395,seed_mirror_pairs_any,yes,127,16363,0.007761412943836705,0.9278320385172953,-0.0006036926158286904,836.5105559665395
56,294,0.008365105559665395,seed_high_count,1,69,8787,0.007852509388869921,0.9387220917728649,-0.0005125961707954738,836.5105559665395
56,294,0.008365105559665395,seed_sum_mod2,1,139,17510,0.007938320959451742,0.9489803688465679,-0.0004267846002136526,836.5105559665395
56,294,0.008365105559665395,seed_trail_band,4-6,84,10571,0.007946268091949673,0.9499304025838885,-0.0004188374677157221,836.5105559665395
56,294,0.008365105559665395,seed_high_count,3,70,8727,0.00802108399220809,0.9588742108508352,-0.000344021567457305,836.5105559665395
56,294,0.008365105559665395,seed_sum_band,10-17,113,14074,0.00802898962626119,0.9598192836890335,-0.0003361159334042043,836.5105559665395
56,294,0.008365105559665395,seed_structure,AABC,122,15120,0.008068783068783069,0.9645763596443869,-0.000296322490882326,836.5105559665395
56,294,0.008365105559665395,seed_unique_count,3,122,15120,0.008068783068783069,0.9645763596443869,-0.000296322490882326,836.5105559665395
56,294,0.008365105559665395,seed_vtrac_unique,3,163,20147,0.008090534570903857,0.9671766259489353,-0.00027457098876153795,836.5105559665395
56,294,0.008365105559665395,seed_repeat_digit,0,14,1727,0.008106543138390272,0.9690903576253895,-0.0002585624212751228,836.5105559665395
56,294,0.008365105559665395,seed_consecutive_pairs,1,134,16392,0.008174719375305027,0.9772404325322126,-0.00019038618436036797,836.5105559665395
56,294,0.008365105559665395,seed_trail_band,7-9,88,10620,0.008286252354048965,0.9905735552224658,-7.885320561643039e-05,836.5105559665395
56,294,0.008365105559665395,seed_consecutive_pairs,2,52,6272,0.008290816326530613,0.9911191517423298,-7.428923313478226e-05,836.5105559665395
56,294,0.008365105559665395,seed_sum_lastdigit,6,29,3489,0.00831183720263686,0.9936320759315479,-5.326835702853562e-05,836.5105559665395
56,294,0.008365105559665395,seed_even_count,3,73,8774,0.00832003647139275,0.994612251100577,-4.5069088272644414e-05,836.5105559665395
57,315,0.008962613099641496,seed_sum_lastdigit,2,16,3501,0.004570122822050843,0.5099096403295204,-0.004392490277590653,896.2613099641496
57,315,0.008962613099641496,seed_sum_lastdigit,9,19,3480,0.005459770114942529,0.6091716839992701,-0.0035028429846989673,896.2613099641496
57,315,0.008962613099641496,seed_prime_count,4,6,933,0.006430868167202572,0.7175215638238146,-0.0025317449324389237,896.2613099641496
57,315,0.008962613099641496,seed_repeat_digit,5,12,1767,0.006791171477079796,0.757722262645862,-0.0021714416225616998,896.2613099641496
57,315,0.008962613099641496,seed_repeat_digit,6,12,1714,0.007001166861143524,0.7811524142912708,-0.0019614462384979717,896.2613099641496
57,315,0.008962613099641496,seed_trail_band,0-3,107,13955,0.007667502687208886,0.8554985696655348,-0.0012951104124326101,896.2613099641496
57,315,0.008962613099641496,seed_even_count,3,70,8774,0.007978117164349213,0.8901552566927537,-0.000984495935292283,896.2613099641496
57,315,0.008962613099641496,seed_prime_count,0,37,4610,0.008026030368763558,0.8955011534621079,-0.0009365827308779381,896.2613099641496
57,315,0.008962613099641496,seed_consecutive_pairs,2,51,6272,0.008131377551020409,0.9072552235179786,-0.0008312355486210874,896.2613099641496
57,315,0.008962613099641496,seed_high_count,3,71,8727,0.008135670906382491,0.9077342529387905,-0.0008269421932590049,896.2613099641496
57,315,0.008962613099641496,seed_structure,ABCD,145,17772,0.008158901643033987,0.9103262131621349,-0.0008037114566075091,896.2613099641496
57,315,0.008962613099641496,seed_unique_count,4,145,17772,0.008158901643033987,0.9103262131621349,-0.0008037114566075091,896.2613099641496
57,315,0.008962613099641496,seed_repeat_digit,none,145,17772,0.008158901643033987,0.9103262131621349,-0.0008037114566075091,896.2613099641496
57,315,0.008962613099641496,seed_repeat_digit,3,14,1714,0.008168028004667444,0.9113444833398158,-0.0007945850949740516,896.2613099641496
57,315,0.008962613099641496,seed_sum_mod3,0,95,11432,0.00831000699790063,0.9271857331689382,-0.0006526061017408658,896.2613099641496
57,315,0.008962613099641496,seed_lead_band,4-6,88,10552,0.008339651250947688,0.9304932789390712,-0.0006229618486938079,896.2613099641496
57,315,0.008962613099641496,seed_consecutive_pairs,1,137,16392,0.008357735480722304,0.9325110196998923,-0.0006048776189191921,896.2613099641496
57,315,0.008962613099641496,seed_even_count,0,18,2150,0.008372093023255815,0.9341129568106312,-0.0005905200763856814,896.2613099641496
57,315,0.008962613099641496,seed_sum_band,18-26,136,16140,0.00842627013630731,0.9401577467004976,-0.0005363429633341854,896.2613099641496
57,315,0.008962613099641496,seed_prime_count,3,45,5340,0.008426966292134831,0.9402354200107008,-0.0005356468075066647,896.2613099641496
57,315,0.008962613099641496,seed_vtrac_unique,3,170,20147,0.008437980840819974,0.9414643639093929,-0.0005246322588215221,896.2613099641496
57,315,0.008962613099641496,seed_sum_lastdigit,7,31,3623,0.008556444935136628,0.9546819482232124,-0.0004061681645048682,896.2613099641496
57,315,0.008962613099641496,seed_mirror_pairs_any,yes,141,16363,0.008617001772291145,0.9614385532982367,-0.00034561132735035083,896.2613099641496
57,315,0.008962613099641496,seed_spread_band,7-9,132,15212,0.008677359978963977,0.9681729962560885,-0.00028525312067751926,896.2613099641496
57,315,0.008962613099641496,seed_structure,AAAB,11,1266,0.008688783570300158,0.9694475789262519,-0.00027382952934133786,896.2613099641496
57,315,0.008962613099641496,seed_lead_band,7-9,92,10530,0.008736942070275403,0.9748208444504739,-0.0002256710293660931,896.2613099641496
57,315,0.008962613099641496,seed_sum_mod2,1,153,17510,0.008737864077669903,0.9749237170596394,-0.00022474902197159273,896.2613099641496
57,315,0.008962613099641496,seed_high_count,1,77,8787,0.008762945260043245,0.9777221400300948,-0.0001996678395982509,896.2613099641496
57,315,0.008962613099641496,seed_high_count,2,117,13330,0.008777194298574644,0.9793119708498553,-0.00018541880106685144,896.2613099641496
57,315,0.008962613099641496,seed_spread_band,4-6,135,15348,0.008795934323690384,0.9814028817156261,-0.00016667877595111236,896.2613099641496
57,315,0.008962613099641496,seed_even_count,2,117,13273,0.00881488736532811,0.9835175598153071,-0.00014772573431338573,896.2613099641496
57,315,0.008962613099641496,seed_repeat_digit,1,16,1810,0.008839779005524863,0.9862948346926248,-0.00012283409411663337,896.2613099641496
57,315,0.008962613099641496,seed_sum_lastdigit,4,32,3579,0.008941044984632579,0.9975935461266559,-2.1568115008916908e-05,896.2613099641496
57,315,0.008962613099641496,seed_sum_band,10-17,126,14074,0.008952678698308939,0.9988915731135427,-9.934401332557102e-06,896.2613099641496
58,281,0.007995219939680191,seed_structure,AAAB,6,1266,0.004739336492890996,0.5927712469008788,-0.0032558834467891953,799.521993968019
58,281,0.007995219939680191,seed_repeat_digit,3,10,1714,0.005834305717619603,0.729724230432237,-0.0021609142220605877,799.521993968019
58,281,0.007995219939680191,seed_even_count,4,13,2213,0.00587437867148667,0.734736344441532,-0.0021208412681935213,799.521993968019
58,281,0.007995219939680191,seed_sum_lastdigit,6,22,3489,0.006305531670965893,0.7886626907749725,-0.0016896882687142982,799.521993968019
58,281,0.007995219939680191,seed_sum_lastdigit,2,23,3501,0.006569551556698086,0.8216849075149856,-0.001425668382982105,799.521993968019
58,281,0.007995219939680191,seed_prime_count,1,80,12149,0.006584904107333937,0.8236051236881087,-0.001410315832346254,799.521993968019
58,281,0.007995219939680191,seed_sum_lastdigit,8,23,3478,0.006612995974698103,0.8271187065008524,-0.0013822239649820883,799.521993968019
58,281,0.007995219939680191,seed_sum_lastdigit,3,24,3483,0.0068906115417743325,0.8618413994562303,-0.0011046083979058584,799.521993968019
58,281,0.007995219939680191,seed_high_count,4,15,2153,0.006967022758941012,0.8713985120488997,-0.0010281971807391786,799.521993968019
58,281,0.007995219939680191,seed_spread_band,7-9,108,15212,0.007099658164606889,0.8879878500116503,-0.000895561775073302,799.521993968019
58,281,0.007995219939680191,seed_unique_count,2,16,2212,0.007233273056057866,0.9046996968975437,-0.0007619468836223249,799.521993968019
58,281,0.007995219939680191,seed_structure,ABCD,129,17772,0.00725860904794058,0.9078685893199987,-0.0007366108917396105,799.521993968019
58,281,0.007995219939680191,seed_unique_count,4,129,17772,0.00725860904794058,0.9078685893199987,-0.0007366108917396105,799.521993968019
58,281,0.007995219939680191,seed_repeat_digit,none,129,17772,0.00725860904794058,0.9078685893199987,-0.0007366108917396105,799.521993968019
58,281,0.007995219939680191,seed_high_count,2,97,13330,0.007276819204801201,0.9101462198289787,-0.0007184007348789902,799.521993968019
58,281,0.007995219939680191,seed_even_count,1,65,8736,0.00744047619047619,0.9306155736315879,-0.0005547437492040008,799.521993968019
58,281,0.007995219939680191,seed_lead_band,7-9,79,10530,0.007502374169040836,0.9383574467797482,-0.0004928457706393548,799.521993968019
58,281,0.007995219939680191,seed_consecutive_pairs,1,123,16392,0.007503660322108346,0.9385183120313877,-0.0004915596175718451,799.521993968019
58,281,0.007995219939680191,seed_vtrac_unique,4,51,6778,0.007524343464148716,0.9411052505016754,-0.0004708764755314747,799.521993968019
58,281,0.007995219939680191,seed_repeat_digit,6,13,1714,0.007584597432905484,0.948641499561908,-0.00041062250677470664,799.521993968019
58,281,0.007995219939680191,seed_sum_lastdigit,5,26,3422,0.007597895967270602,0.9503048101981942,-0.00039732397240958926,799.521993968019
58,281,0.007995219939680191,seed_sum_mod3,1,90,11808,0.007621951219512195,0.9533135144518705,-0.00037326872016799593,799.521993968019
58,281,0.007995219939680191,seed_sum_band,18-26,124,16140,0.0076827757125154895,0.9609211216799622,-0.0003124442271647014,799.521993968019
58,281,0.007995219939680191,seed_even_count,2,102,13273,0.007684773600542455,0.9611710069916909,-0.00031044633913773594,799.521993968019
58,281,0.007995219939680191,seed_sum_mod2,0,137,17636,0.007768201406214561,0.9716057175189216,-0.00022701853346563002,799.521993968019
58,281,0.007995219939680191,seed_vtrac_unique,3,157,20147,0.007792723482404328,0.9746728096533186,-0.00020249645727586293,799.521993968019
58,281,0.007995219939680191,seed_trail_band,7-9,83,10620,0.007815442561205274,0.9775143923705358,-0.0001797773784749171,799.521993968019
58,281,0.007995219939680191,seed_lead_band,0-3,110,14064,0.007821387940841865,0.9782580091417374,-0.00017383199883832558,799.521993968019
58,281,0.007995219939680191,seed_mirror_pairs_any,yes,130,16363,0.007944753407076942,0.9936879119043638,-5.046653260324871e-05,799.521993968019
58,281,0.007995219939680191,seed_trail_band,4-6,84,10571,0.007946268091949673,0.9938773607105452,-4.895184773051793e-05,799.521993968019
58,281,0.007995219939680191,seed_sum_mod3,0,91,11432,0.007960111966410078,0.995608879613696,-3.510797327011331e-05,799.521993968019
58,281,0.007995219939680191,seed_high_count,1,70,8787,0.007966313872766587,0.9963845813959235,-2.8906066913603548e-05,799.521993968019
59,289,0.008222841859671086,seed_repeat_digit,5,7,1767,0.003961516694963215,0.48176977772033613,-0.004261325164707871,822.2841859671086
59,289,0.008222841859671086,seed_structure,AAAB,6,1266,0.004739336492890996,0.5763623542531036,-0.0034835053667800903,822.2841859671086
59,289,0.008222841859671086,seed_repeat_digit,7,8,1680,0.004761904761904762,0.5791069368924041,-0.0034609370977663236,822.2841859671086
59,289,0.008222841859671086,seed_unique_count,2,12,2212,0.0054249547920434,0.6597420800040046,-0.002797887067627686,822.2841859671086
59,289,0.008222841859671086,seed_repeat_digit,1,10,1810,0.0055248618784530384,0.6718920262287561,-0.0026979799812180474,822.2841859671086
59,289,0.008222841859671086,seed_high_count,0,13,2149,0.00604932526756631,0.7356733074528912,-0.002173516592104776,822.2841859671086
59,289,0.008222841859671086,seed_repeat_digit,4,11,1749,0.006289308176100629,0.7648582185371374,-0.0019335336835704566,822.2841859671086
59,289,0.008222841859671086,seed_structure,AABB,6,946,0.006342494714587738,0.7713263641484451,-0.0018803471450833482,822.2841859671086
59,289,0.008222841859671086,seed_sum_lastdigit,2,23,3501,0.006569551556698086,0.7989393045387921,-0.001653290302973,822.2841859671086
59,289,0.008222841859671086,seed_prime_count,3,37,5340,0.006928838951310861,0.8426331272760261,-0.0012940029083602245,822.2841859671086
59,289,0.008222841859671086,seed_sum_band,0-9,17,2452,0.006933115823817292,0.8431532482487286,-0.0012897260358537936,822.2841859671086
59,289,0.008222841859671086,seed_even_count,1,63,8736,0.007211538461538462,0.8770129092360928,-0.001011303398132624,822.2841859671086
59,289,0.008222841859671086,seed_consecutive_pairs,1,120,16392,0.007320644216691069,0.8902815281654821,-0.0009021976429800169,822.2841859671086
59,289,0.008222841859671086,seed_consecutive_pairs,2,46,6272,0.007334183673469388,0.8919280947673188,-0.0008886581862016978,822.2841859671086
59,289,0.008222841859671086,seed_repeat_digit,2,13,1756,0.007403189066059226,0.9003200100889881,-0.00081965279361186,822.2841859671086
59,289,0.008222841859671086,seed_sum_lastdigit,7,27,3623,0.007452387524151256,0.9063031554457441,-0.0007704543355198301,822.2841859671086
59,289,0.008222841859671086,seed_sum_lastdigit,3,27,3483,0.007751937984496124,0.9427322228480997,-0.00047090387517496196,822.2841859671086
59,289,0.008222841859671086,seed_mirror_pairs_any,yes,127,16363,0.007761412943836705,0.9438844959310894,-0.00046142891583438126,822.2841859671086
59,289,0.008222841859671086,seed_sum_lastdigit,8,27,3478,0.007763082231167337,0.944087502064385,-0.00045975962850374873,822.2841859671086
59,289,0.008222841859671086,seed_lead_band,4-6,82,10552,0.0077710386656558,0.9450551036094766,-0.00045180319401528623,822.2841859671086
59,289,0.008222841859671086,seed_even_count,2,104,13273,0.007835455435847209,0.9528889852881869,-0.000387386423823877,822.2841859671086
59,289,0.008222841859671086,seed_spread_band,0-3,36,4586,0.007849978194505015,0.9546551336473124,-0.00037286366516607085,822.2841859671086
59,289,0.008222841859671086,seed_trail_band,4-6,83,10571,0.007851669662283607,0.954860837199376,-0.0003711721973874791,822.2841859671086
59,289,0.008222841859671086,seed_sum_mod3,0,91,11432,0.007960111966410078,0.9680487722195453,-0.0002627298932610083,822.2841859671086
59,289,0.008222841859671086,seed_vtrac_unique,3,161,20147,0.00799126420807068,0.97183727286108,-0.00023157765160040575,822.2841859671086
59,289,0.008222841859671086,seed_spread_band,4-6,123,15348,0.008014073494917905,0.9746111662712273,-0.00020876836475318059,822.2841859671086
59,289,0.008222841859671086,seed_prime_count,0,37,4610,0.008026030368763558,0.9760652710746159,-0.00019681149090752803,822.2841859671086
59,289,0.008222841859671086,seed_structure,ABCD,143,17772,0.00804636506864731,0.9785382238847002,-0.00017647679102377606,822.2841859671086
59,289,0.008222841859671086,seed_unique_count,4,143,17772,0.00804636506864731,0.9785382238847002,-0.00017647679102377606,822.2841859671086
59,289,0.008222841859671086,seed_repeat_digit,none,143,17772,0.00804636506864731,0.9785382238847002,-0.00017647679102377606,822.2841859671086
59,289,0.008222841859671086,seed_sum_mod2,1,141,17510,0.00805254140491148,0.979289343311484,-0.00017030045475960667,822.2841859671086
59,289,0.008222841859671086,seed_vtrac_unique,2,64,7942,0.008058423570888944,0.9800046879669995,-0.0001644182887821418,822.2841859671086
59,289,0.008222841859671086,seed_trail_band,7-9,86,10620,0.008097928436911487,0.984808971777478,-0.00012491342275959896,822.2841859671086
59,289,0.008222841859671086,seed_high_count,2,108,13330,0.008102025506376594,0.9853072264605944,-0.0001208163532944919,822.2841859671086
59,289,0.008222841859671086,seed_sum_lastdigit,4,29,3579,0.008102822017323274,0.9854040921136463,-0.00012001984234781202,822.2841859671086
59,289,0.008222841859671086,seed_lead_band,0-3,114,14064,0.008105802047781569,0.9857665009388618,-0.00011703981188951676,822.2841859671086
59,289,0.008222841859671086,seed_high_count,3,71,8727,0.008135670906382491,0.9893989262135607,-8.71709532885949e-05,822.2841859671086
59,289,0.008222841859671086,seed_sum_band,10-17,115,14074,0.00817109563734546,0.9937070147755831,-5.174622232562674e-05,822.2841859671086
59,289,0.008222841859671086,seed_prime_count,2,99,12114,0.008172362555720654,0.993861087831689,-5.047930395043164e-05,822.2841859671086
59,289,0.008222841859671086,seed_sum_lastdigit,5,28,3422,0.008182349503214495,0.9950756250518223,-4.0492356456591286e-05,822.2841859671086
